,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_moving,mood_cumulative,mood_exponential,circumplex.arousal_moving,circumplex.arousal_cumulative,circumplex.arousal_exponential,circumplex.valence_moving,circumplex.valence_cumulative,circumplex.valence_exponential,activity_moving,activity_cumulative,activity_exponential,screen_moving,screen_cumulative,screen_exponential,call_moving,call_cumulative,call_exponential,sms_moving,sms_cumulative,sms_exponential,appCat.builtin_moving,appCat.builtin_cumulative,appCat.builtin_exponential,appCat.communication_moving,appCat.communication_cumulative,appCat.communication_exponential,appCat.entertainment_moving,appCat.entertainment_cumulative,appCat.entertainment_exponential,appCat.finance_moving,appCat.finance_cumulative,appCat.finance_exponential,appCat.game_moving,appCat.game_cumulative,appCat.game_exponential,appCat.office_moving,appCat.office_cumulative,appCat.office_exponential,appCat.other_moving,appCat.other_cumulative,appCat.other_exponential,appCat.social_moving,appCat.social_cumulative,appCat.social_exponential,appCat.travel_moving,appCat.travel_cumulative,appCat.travel_exponential,appCat.unknown_moving,appCat.unknown_cumulative,appCat.unknown_exponential,appCat.utilities_moving,appCat.utilities_cumulative,appCat.utilities_exponential,appCat.weather_moving,appCat.weather_cumulative,appCat.weather_exponential
10,8.0,0.2,1.0,0.06820281010186964,8322.6219997406,4.0,1.0,1952.6299999999999,2720.692,1627.429,0.0,0.0,0.0,169.594,472.88800000000003,52.435,0.0,600.637,0.0,6.95,6.612121212121212,7.057411979881117,0.019999999999999907,0.15000000000000002,0.03758573388203025,0.7,0.5075757575757576,0.7118975765889347,0.10461878135373401,0.10142967290169803,0.1011859204943762,13717.483399629593,10411.787999976763,10864.293700731669,2.1999999999999993,2.8181818181818183,3.3640603566529492,0.6,0.5454545454545454,0.5736625514403293,3088.9633999999996,1951.6969090909092,3410.048505898491,5957.9082,5049.208818181818,4523.445231824418,850.1712000000002,583.9048181818182,1021.3760057613168,45.354000000000006,34.08172727272727,38.51892894375858,46.6072,21.18509090909091,51.785777777777774,36.4902,32.51518181818182,30.185548422496584,146.07879999999997,109.7880909090909,149.09096186556928,1686.5080000000005,1591.376090909091,1253.9466046639236,246.55159999999995,236.84663636363632,311.7514224965707,47.0446,21.383909090909093,15.487934156378609,267.52819999999997,205.7121818181818,334.267792866941,0.0,2.7623636363636357,1.0670529492455427
11,7.5,-0.5,0.75,0.049092970521542004,4523.2140009403265,0.0,0.0,414.36500000000007,1298.505,1535.6770000000001,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,7.1000000000000005,6.686111111111111,7.204941319920745,-0.1800000000000001,0.09583333333333337,-0.14160951074531317,0.75,0.5277777777777778,0.7245983843926231,0.09476255297994104,0.09706828103668502,0.08382160383676482,10327.055200004581,9921.073500057058,8750.600467467888,2.1999999999999993,2.5833333333333335,2.2427069044352996,0.39999999999999997,0.5,0.38244170096021957,2965.2827999999995,1823.585916666667,2411.487337265661,4162.259,4736.650166666666,3448.4651545496126,1143.6654000000003,663.2191666666668,1192.8096705075445,36.74320000000001,31.241583333333335,25.679285962505723,46.6072,19.419666666666668,34.52385185185185,36.4902,29.805583333333335,20.123698948331057,125.11559999999997,106.80599999999998,124.06164124371286,1336.1508000000003,1472.735166666667,891.8594031092824,246.55159999999995,217.10941666666665,207.83428166438048,13.2954,25.14166666666667,32.48428943758574,230.60879999999997,191.7608333333333,235.6105285779607,0.0,2.532166666666666,0.7113686328303619
12,7.4,0.0,0.6,0.07050548088338955,11836.834000349041,6.0,0.0,2961.4049999999997,5332.637000000001,1758.92,41.255,51.176,0.0,268.55400000000003,1350.655,183.381,29.29,210.305,0.0,7.260000000000001,6.741025641025642,7.269960879947164,-0.1400000000000001,0.0884615384615385,-0.09440634049687545,0.75,0.5333333333333333,0.6830655895950821,0.08860198482260377,0.09502498871720076,0.07938289618563973,9409.661800003056,10068.439692387212,9779.344978428273,3.3999999999999995,2.8461538461538463,3.4951379362901998,0.39999999999999997,0.46153846153846156,0.25496113397347975,3324.0643999999993,1911.1104615384615,2594.793224843774,3431.0358000000006,4782.4953076923075,4076.522436366409,1313.3536000000004,747.5038461538462,1381.5131136716964,34.528000000000006,32.01184615384615,30.871190641670488,56.8424,21.862461538461538,40.07456790123457,36.4902,27.512846153846155,13.415799298887373,159.3268,119.24815384615384,172.2257608291419,687.8700000000002,1463.3443846153848,1044.7912687395217,283.22779999999995,214.51492307692303,199.68318777625365,19.1534,25.460769230769237,31.419526291723827,265.99679999999995,193.18730769230766,227.17535238530715,0.0,2.337384615384615,0.4742457552202413
13,6.0,0.2,0.0,0.118443242712736,17173.906002044678,1.0,0.0,1385.517,6095.526,1030.637,547.8259999999999,234.741,92.388,121.19,5040.067000000001,1614.6209999999999,0.0,517.636,0.0,7.0600000000000005,6.688095238095238,6.846640586631444,-0.1400000000000001,0.09642857142857145,0.0037291063354163573,0.59,0.49523809523809526,0.4553770597300548,0.08038850517133148,0.09669772114545327,0.09240301169467183,9356.01300053597,10575.973000219888,12244.198652967076,3.1999999999999993,2.7142857142857144,2.6634252908601335,0.19999999999999996,0.42857142857142855,0.1699740893156532,3355.302399999999,1873.5680714285716,2191.7011498958495,3262.8386000000005,4876.283214285714,4749.5236242442725,1391.6132000000005,767.727642857143,1264.5544091144643,135.64939999999999,68.85571428571427,203.1894604277803,103.7906,37.06807142857143,104.96337860082305,18.4776,32.14678571428572,39.73986619925825,171.8584,119.38685714285714,155.21384055276127,1508.8072000000002,1718.8245714285715,2376.5498458263482,596.6891999999999,314.5225,671.329125184169,19.1534,23.64214285714286,20.94635086114922,333.7181999999999,216.36221428571426,323.9955682568714,0.0,2.170428571428571,0.31616383681349425
14,6.5,0.0,0.0,0.10191661063822348,21358.510999917988,4.0,0.0,3614.349,6920.155999999999,1343.376,247.77700000000002,0.0,90.481,541.541,3428.792,0.0,0.0,341.371,0.0,7.08,6.675555555555556,6.731093724420964,-0.0200000000000001,0.09000000000000002,0.0024860708902775717,0.47,0.46222222222222226,0.30358470648670327,0.08163222297155215,0.09704564711163795,0.09557421134252239,12643.017400598532,11294.808866866428,15282.302768617381,2.999999999999999,2.8,3.1089501939067556,0.19999999999999996,0.4,0.1133160595437688,2065.6531999999993,1989.6201333333336,2665.917099930566,4473.5032,5012.5414,5473.067749496182,1459.2078000000004,806.1042000000001,1290.8282727429762,167.37159999999997,80.78379999999999,218.0519736185202,57.1834,34.59686666666666,69.97558573388204,36.5738,36.03573333333334,56.653577466172166,234.9764,147.53046666666665,283.9895603685075,2092.0174,1832.8224000000002,2727.2972305508993,370.08739999999995,293.5543333333333,447.5527501227794,19.1534,22.066000000000006,13.964233907432815,341.6489999999999,224.6961333333333,329.7873788379143,0.0,2.0257333333333327,0.2107758912089962
15,6.4,-1.2,0.0,0.04923847270844107,21401.835000753403,4.0,0.0,2321.464,14438.081999999999,1293.6309999999999,76.234,0.0,0.0,213.90200000000002,3154.241,19.082,0.0,182.77200000000002,0.0,6.76,6.658333333333334,6.620729149613977,-0.30000000000000004,0.009375000000000022,-0.3983426194064816,0.26999999999999996,0.43333333333333335,0.20238980432446887,0.07783935549286644,0.09405769871143815,0.08012896513116197,15258.860000801093,11926.498000234364,17322.146845996056,2.999999999999999,2.875,3.4059667959378377,-5.551115123125783e-17,0.375,0.07554403969584587,2139.419999999999,2010.3603750000002,2551.099399953711,6816.9812,5601.6376875,8461.405832997454,1392.4482000000003,836.5746250000001,1291.762515161984,182.61839999999998,80.49943749999998,170.77931574568015,57.1834,32.4345625,46.6503904892547,36.5738,33.783500000000004,37.76905164411478,243.83800000000002,151.6786875,260.6270402456717,2628.2880000000005,1915.4110625000003,2869.6118203672663,363.41679999999997,276.3998125,304.7291667485196,19.1534,20.686875000000004,9.309489271621878,258.0759999999999,222.07587499999997,280.78225255860957,0.0,1.8991249999999995,0.1405172608059975
16,6.2,0.2,0.4,0.12668931120732582,12379.411000013357,2.0,1.0,1957.8290000000002,5481.628,1545.227,0.0,0.0,0.0,176.80100000000002,2086.197,158.24099999999999,0.0,128.692,0.0,6.5,6.631372549019609,6.480486099742651,-0.16000000000000006,0.020588235294117668,-0.19889507960432112,0.19999999999999996,0.43137254901960786,0.2682598695496459,0.0933586236300232,0.09597720532884331,0.09564908048988326,16830.099400615698,11953.139941397834,15674.56823066849,3.399999999999999,2.823529411764706,2.937311197291892,0.19999999999999996,0.4117647058823529,0.3836960264638972,2448.112799999999,2007.2702941176472,2353.342599969141,7653.6058,5594.578294117647,7468.146555331637,1394.3582000000004,878.2600588235296,1376.250676774656,182.61839999999998,75.76417647058823,113.85287716378679,57.1834,30.526647058823528,31.100260326169803,36.5738,31.79623529411765,25.17936776274319,264.3976,153.1564705882353,232.68502683044784,3011.9904000000006,1925.4572941176473,2608.473546911511,395.06499999999994,269.44929411764707,255.89977783234642,5.8580000000000005,19.470000000000002,6.206326181081253,276.1551999999999,216.5827058823529,230.08550170573974,0.0,1.7874117647058818,0.093678173870665
17,6.8,-0.4,0.6,0.1190023022034455,3340.4309999942784,0.0,0.0,15159.189999999999,1885.409,76.369,0.0,0.0,0.0,81.133,363.20799999999997,187.94500000000002,0.0,118.956,0.0,6.38,6.640740740740742,6.586990733161768,-0.24000000000000005,-0.002777777777777759,-0.2659300530695474,0.19999999999999996,0.44074074074074077,0.3788399130330973,0.10305798789403439,0.09725637737743231,0.10343348772773733,15130.818800544745,11474.656111319859,11563.189153777088,2.1999999999999993,2.6666666666666665,1.9582074648612615,0.19999999999999996,0.3888888888888889,0.25579735097593154,4887.669799999999,2737.9325000000003,6621.958399979427,6964.1602,5388.513333333332,5607.2340368877585,1057.8480000000004,833.7105555555557,942.9567845164374,174.36739999999998,71.55505555555554,75.9019181091912,46.9482,28.83072222222222,20.733506884113204,36.5738,30.02977777777778,16.78624517516213,226.9134,149.15516666666664,182.16768455363191,2814.5010000000007,1838.6656666666668,1860.0516979410077,395.97779999999995,264.92127777777773,233.2481852215643,8.881784197001252e-16,18.388333333333335,4.137550787387503,257.88539999999995,211.159,193.0423344704932,0.0,1.6881111111111107,0.062452115913776675
18,6.5,-0.75,0.5,0.06440779944246813,7467.321999788283,4.0,0.0,4548.662,3355.743,187.214,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.249,0.0,6.4799999999999995,6.633333333333334,6.557993822107846,-0.43000000000000005,-0.042105263157894715,-0.427286702046365,0.29999999999999993,0.443859649122807,0.4192266086887315,0.09225089923998082,0.09552750485453947,0.09042492496598095,13189.502000093466,11263.743789660302,10197.900102447487,2.7999999999999994,2.736842105263158,2.6388049765741743,0.19999999999999996,0.3684210526315789,0.17053156731728772,5520.298799999999,2833.234052631579,5930.859599986285,6416.203600000001,5281.525421052631,4856.737024591839,889.1634000000004,799.6844210526317,691.0425230109583,64.8022,67.78899999999999,50.6012787394608,22.8812,33.33468421052631,51.95767125607547,18.096199999999996,28.44926315789474,11.190830116774753,226.4994,147.5743684210526,161.1517897024213,1870.7796000000005,1758.8127368421053,1347.1877986273387,73.05359999999996,250.9780526315789,155.49879014770957,8.881784197001252e-16,17.420526315789473,2.758367191591669,163.60799999999995,202.47952631578946,144.11122298032882,0.0,1.5992631578947365,0.04163474394251779
19,6.5,0.0,0.25,0.050670621174317886,9846.380999803541,1.0,0.0,927.377,7355.014999999999,447.12100000000004,46.128,0.0,17.107,170.348,1475.418,60.247,0.0,205.81100000000004,0.0,6.4799999999999995,6.626666666666668,6.538662548071898,-0.43000000000000005,-0.03999999999999998,-0.2848578013642434,0.3499999999999999,0.4341666666666667,0.36281773912582105,0.08200170134719971,0.0932846606705284,0.07717349036875994,10887.076000070576,11192.875650167463,10080.72706823284,2.1999999999999993,2.65,2.09253665104945,0.19999999999999996,0.35,0.11368771154485849,4982.9043999999985,2737.9412,4263.0320666575235,6503.175400000001,5385.1999,5689.496349727893,709.9124000000004,782.0562500000001,609.7353486739723,24.4724,66.70594999999999,49.1101858263072,22.8812,31.667949999999998,34.63844750405032,3.4213999999999967,27.882150000000003,13.162886744516502,152.26080000000002,148.71304999999998,164.21719313494754,1480.1048000000005,1744.643,1389.9311990848923,85.10299999999997,241.44149999999996,123.74819343180638,8.881784197001252e-16,16.549500000000002,1.8389114610611128,136.49599999999995,202.6461,164.67781532021922,0.0,1.5192999999999997,0.027756495961678528
20,6.6,-0.4,0.0,0.0753270582613485,15101.13200187683,1.0,0.0,892.6890000000001,9477.553,3466.4790000000003,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0,6.52,6.625396825396827,6.559108365381265,-0.2700000000000001,-0.05714285714285713,-0.32323853424282895,0.3499999999999999,0.4134920634920635,0.2418784927505474,0.0872194184577812,0.09242953674628175,0.0765580129996228,9626.93540029526,11378.983095486958,11754.195379447505,1.5999999999999992,2.5714285714285716,1.7283577673663,0.19999999999999996,0.3333333333333333,0.07579180769657233,4697.149399999998,2650.072047619048,3139.5843777716827,5511.069600000002,5580.0738571428565,6952.181899818595,1144.4820000000004,909.885904761905,1561.983232449315,13.051800000000002,64.44047619047618,39.11712388420481,22.8812,30.159952380952376,23.092298336033547,3.4213999999999967,26.554428571428573,8.775257829677669,151.38320000000002,151.60833333333332,179.31612875663168,1380.2808000000005,1787.9990952380952,1811.6611327232617,81.28659999999996,229.94428571428566,82.49879562120427,8.881784197001252e-16,15.761428571428572,1.225940974040742,107.17019999999995,194.71738095238092,121.83287688014617,0.0,1.4469523809523805,0.018504330641119022
21,7.4,-0.8,0.0,0.12038411453232876,13558.28900098801,4.0,0.0,1638.6170000000002,6177.076,940.7699999999999,0.0,0.0,0.0,346.654,2826.3500000000004,0.0,0.0,577.359,0.0,6.76,6.660606060606062,6.839405576920844,-0.4700000000000001,-0.0909090909090909,-0.48215902282855266,0.2699999999999999,0.3946969696969697,0.16125232850036494,0.08595837912278179,0.09370019937292025,0.09116671351052479,9862.711000490192,11478.042454827913,12355.559919961008,1.9999999999999991,2.6363636363636367,2.485571844910867,-5.551115123125783e-17,0.3181818181818182,0.05052787179771489,4633.306999999999,2604.096818181819,2639.2619185144554,5650.159200000002,5607.2103181818175,6693.813266545731,1023.5906000000003,911.2897272727274,1354.91215496621,13.051800000000002,61.511363636363626,26.078082589469876,22.8812,28.78904545454545,15.3948655573557,3.4213999999999967,25.347409090909093,5.85017188645178,185.3538,160.47404545454543,235.0954191710878,1528.3114000000005,1835.1968636363636,2149.8907551488414,49.63839999999997,219.49227272727268,54.99919708080285,8.881784197001252e-16,15.045,0.8172939826938281,196.90359999999995,212.1101818181818,273.67491792009747,0.0,1.3811818181818178,0.012336220427412682
22,7.4,-0.4,0.8,0.07896310519489107,9296.09899926186,7.0,0.0,715.3549999999999,4881.411,1858.893,0.0,1.059,23.195,107.91900000000001,1174.717,0.0,0.0,377.687,0.0,6.88,6.692753623188407,7.0262703846138965,-0.4700000000000001,-0.10434782608695652,-0.45477268188570186,0.30999999999999994,0.4123188405797102,0.37416821900024333,0.0779505397210709,0.09305945614778854,0.08709884407198021,11053.844600343707,11383.175348064171,11335.739613061292,3.399999999999999,2.8260869565217392,3.990381229940578,-5.551115123125783e-17,0.30434782608695654,0.033685247865143264,1744.539999999999,2521.977608695653,1997.9596123429703,6249.359600000002,5575.653826086956,6089.679177697154,1380.0954000000004,952.4898695652175,1522.9057699774735,13.051800000000002,58.83695652173912,17.38538839297992,23.093,27.58339130434782,10.616243704903802,8.060399999999998,25.253826086956526,11.63178125763452,190.711,158.18904347826086,192.70327944739188,1690.6132000000005,1806.4803478260867,1824.8328367658944,12.049399999999963,209.94913043478257,36.66613138720191,8.881784197001252e-16,14.390869565217391,0.5448626551292188,248.64979999999997,219.30917391304342,308.34561194673165,0.0,1.3211304347826083,0.008224146951608455
23,7.0,-1.2,0.8,0.07998620207306052,10526.846000194553,0.0,0.0,3369.031,3336.5920000000006,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,6.9799999999999995,6.705555555555557,7.017513589742598,-0.56,-0.15,-0.7031817879238013,0.36999999999999994,0.4284722222222223,0.5161121460001623,0.08106622024718937,0.0925147372280082,0.08472796340567365,11665.749400424962,11347.494958569603,11066.10840877238,2.5999999999999988,2.7083333333333335,2.6602541532937187,-5.551115123125783e-17,0.2916666666666667,0.022456831910095513,1508.613799999999,2557.271500000001,2454.983408228647,6245.529400000001,5482.359583333332,5171.9834517981035,1737.8802000000005,995.1418750000001,1673.9831799849824,31.870400000000004,60.30595833333333,42.95459226198662,0.2118000000000002,26.43408333333333,7.077495803269202,8.060399999999998,24.201583333333335,7.754520838423014,177.1774,153.74166666666665,145.6195196315946,1745.6826000000005,1756.0772916666665,1415.4908911772632,18.896199999999965,202.62766666666664,35.85542092480127,8.881784197001252e-16,13.79125,0.36324177008614594,282.32959999999997,219.1149583333333,277.1130746311544,0.0,1.2660833333333328,0.005482764634405638
